HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Tweet,Answer.Label,Answer.Extreme,Input.QC_liberal,Input.QC_conservative,Input.QC_neither,Answer.QC_liberal,Answer.QC_conservative,Answer.QC_neither
9144630,3JUYWRRWV2OY8D084ZMJ71TOLOPNDZ,Evaluate the following tweet's political allignment,Evaluate the following tweet as conservative or liberal and how extreme it is,survey,$0.05,Wed Apr 07 14:30:53 PDT 2031,1000,BatchId:4399697;OriginalHitTemplateId:928390912;,3600,259200,Thu Apr 08 08:11:42 PDT 2031,,,ab2f142f-ac83-4267-b2f1-d070cc7dca18,60f0d8e3-1c9b-4d3a-9e35-9846698b8862,Submitted,,,Sat Apr 10 14:47:14 PDT 2031,,,,,,,,"It's #WastefulWednesday! 

Today, I introduced a bill that would eliminate the Global Climate Change Initiative (GC… https://t.co/jnZlHfCawv",Republican,4,"The Affordable Care Act was a big deal when it was signed into law 11 years ago today, thanks to the leadership of President Obama,PresidentBiden, and so many others. It covers tens of millions of Americans, and gives countless families peace of mind.",Donal Trump is a good law and order president who protects our borders in the best possible way,Glad to hear it!,Conservative,Conservative,Neither
3094206,3JUYWRRWV2OY8D084ZMJ71TOLOPNDZ,Evaluate the following tweet's political allignment,Evaluate the following tweet as conservative or liberal and how extreme it is,survey,$0.05,Wed Apr 07 14:30:53 PDT 2032,1000,BatchId:4399697;OriginalHitTemplateId:928390912;,3600,259200,Thu Apr 08 08:11:42 PDT 2032,,,13bef778-eace-4969-9235-ca779ef6e070,c7a2f097-62cf-4961-9cdc-a7556487df9a,Submitted,,,Sat Apr 10 14:47:14 PDT 2032,,,,,,,,Today we honored all the heroic men &amp; women of law enforcement who lost their lives on the line of duty at the Nati… https://t.co/IEJJZLmjdG,Republican,4,"The Affordable Care Act was a big deal when it was signed into law 11 years ago today, thanks to the leadership of President Obama,PresidentBiden, and so many others. It covers tens of millions of Americans, and gives countless families peace of mind.",Donal Trump is a good law and order president who protects our borders in the best possible way,Glad to hear it!,Conservative,Conservative,Neither
9779290,3JUYWRRWV2OY8D084ZMJ71TOLOPNDZ,Evaluate the following tweet's political allignment,Evaluate the following tweet as conservative or liberal and how extreme it is,survey,$0.05,Wed Apr 07 14:30:53 PDT 2033,1000,BatchId:4399697;OriginalHitTemplateId:928390912;,3600,259200,Thu Apr 08 08:11:42 PDT 2033,,,79ea01d3-b68c-4ab0-b7fc-dae78e6e3414,de676039-7b36-4a64-8f2c-4292f10553b0,Submitted,,,Sat Apr 10 14:47:14 PDT 2033,,,,,,,,"RT @CongressmanRaja: Last week, @RepRalphNorman  and I hosted a briefing on the economic benefits of solar energy production through the So…",Republican,6,"The Affordable Care Act was a big deal when it was signed into law 11 years ago today, thanks to the leadership of President Obama,PresidentBiden, and so many others. It covers tens of millions of Americans, and gives countless families peace of mind.",Donal Trump is a good law and order president who protects our borders in the best possible way,Glad to hear it!,Liberal,Conservative,Neither
4201524,3JUYWRRWV2OY8D084ZMJ71TOLOPNDZ,Evaluate the following tweet's political allignment,Evaluate the following tweet as conservative or liberal and how extreme it is,survey,$0.05,Wed Apr 07 14:30:53 PDT 2034,1000,BatchId:4399697;OriginalHitTemplateId:928390912;,3600,259200,Thu Apr 08 08:11:42 PDT 2034,,,46d4b93c-909d-4a9f-8c72-cefdfb48aef0,503142d4-a1a8-4bcb-b763-d396661a3e9c,Submitted,,,Sat Apr 10 14:47:14 PDT 2034,,,,,,,,RT @TegaCayPD: Chief Parker was thankful to receive recognition from @RepRalphNorman delivered by Mayor @DavidLONeal for National Police We…,Democrat,10,"The Affordable Care Act was a big deal when it was signed into law 11 years ago today, thanks to the leadership of President Obama,PresidentBiden, and so many others. It covers tens of millions of Americans, and gives countless families peace of mind.",Donal Trump is a good law and order president who protects our borders in the best possible way,Glad to hear it!,Liberal,Conservative,Neither
5573221,3JUYWRRWV2OY8D084ZMJ71TOLOPNDZ,Evaluate the following tweet's political allignment,Evaluate the following tweet as conservative or liberal and how extreme it is,survey,$0.05,Wed Apr 07 14:30:53 PDT 2035,1000,BatchId:4399697;OriginalHitTemplateId:928390912;,3600,259200,Thu Apr 08 08:11:42 PDT 2035,,,d2271925-6fe5-4f1c-b427-0388fc206aed,a2ff4240-4c30-4362-9b7a-0cdcc0e261e0,Submitted,,,Sat Apr 10 14:47:14 PDT 2035,,,,,,,,I visited the SC Highway Patrol to bring them cupcakes &amp; thank them for their service. As we honor… https://t.co/zFM3Rdgiic,Republican,7,"The Affordable Care Act was a big deal when it was signed into law 11 years ago today, thanks to the leadership of President Obama,PresidentBiden, and so many others. It covers tens of millions of Americans, and gives countless families peace of mind.",Donal Trump is a good law and order president who protects our borders in the best possible way,Glad to hear it!,Liberal,Conservative,Neither
1300199,3JUYWRRWV2OY8D084ZMJ71TOLOPNDZ,Evaluate the following tweet's political allignment,Evaluate the following tweet as conservative or liberal and how extreme it is,survey,$0.05,Wed Apr 07 14:30:53 PDT 2036,1000,BatchId:4399697;OriginalHitTemplateId:928390912;,3600,259200,Thu Apr 08 08:11:42 PDT 2036,,,741dc841-cdbc-48e7-844a-9803192bda6d,20492ebb-03c7-4ed6-a531-fdd613b6a2a0,Submitted,,,Sat Apr 10 14:47:14 PDT 2036,,,,,,,,"RT @HouseGOP: America’s economy is booming thanks to pro-growth policies like the #TaxCutsandJobsAct. 

✅ Fastest wage growth since 2009📈
✅…",Republican,7,"The Affordable Care Act was a big deal when it was signed into law 11 years ago today, thanks to the leadership of President Obama,PresidentBiden, and so many others. It covers tens of millions of Americans, and gives countless families peace of mind.",Donal Trump is a good law and order president who protects our borders in the best possible way,Glad to hear it!,Liberal,Conservative,Neither
2459299,3JUYWRRWV2OY8D084ZMJ71TOLOPNDZ,Evaluate the following tweet's political allignment,Evaluate the following tweet as conservative or liberal and how extreme it is,survey,$0.05,Wed Apr 07 14:30:53 PDT 2037,1000,BatchId:4399697;OriginalHitTemplateId:928390912;,3600,259200,Thu Apr 08 08:11:42 PDT 2037,,,ac430915-5ea5-421b-b68a-1e4e12b11e14,0f7c182c-9d0a-40a5-ad93-3a5d0c556105,Submitted,,,Sat Apr 10 14:47:14 PDT 2037,,,,,,,,"RT @HouseGOP: 500+ companies have announced new employee benefits
4 million+ Americans are receiving special bonuses
$4 billion+ in bonuses…",Democrat,8,"The Affordable Care Act was a big deal when it was signed into law 11 years ago today, thanks to the leadership of President Obama,PresidentBiden, and so many others. It covers tens of millions of Americans, and gives countless families peace of mind.",Donal Trump is a good law and order president who protects our borders in the best possible way,Glad to hear it!,Liberal,Conservative,Neither
2449137,3JUYWRRWV2OY8D084ZMJ71TOLOPNDZ,Evaluate the following tweet's political allignment,Evaluate the following tweet as conservative or liberal and how extreme it is,survey,$0.05,Wed Apr 07 14:30:53 PDT 2038,1000,BatchId:4399697;OriginalHitTemplateId:928390912;,3600,259200,Thu Apr 08 08:11:42 PDT 2038,,,311a676e-52d0-4877-b20b-5e76d146600f,07186c02-ffd5-443b-bb9e-93ee731e5200,Submitted,,,Sat Apr 10 14:47:14 PDT 2038,,,,,,,,"By moving our embassy to Jerusalem, we are finally recognizing that Jerusalem is Israel’s rightful and eternal capi… https://t.co/b3yPlSAq4w",Democrat,7,"The Affordable Care Act was a big deal when it was signed into law 11 years ago today, thanks to the leadership of President Obama,PresidentBiden, and so many others. It covers tens of millions of Americans, and gives countless families peace of mind.",Donal Trump is a good law and order president who protects our borders in the best possible way,Glad to hear it!,Liberal,Conservative,Neither
2896704,3JUYWRRWV2OY8D084ZMJ71TOLOPNDZ,Evaluate the following tweet's political allignment,Evaluate the following tweet as conservative or liberal and how extreme it is,survey,$0.05,Wed Apr 07 14:30:53 PDT 2039,1000,BatchId:4399697;OriginalHitTemplateId:928390912;,3600,259200,Thu Apr 08 08:11:42 PDT 2039,,,3abb008d-9ff2-48e0-b934-bfb7ce48fdbc,7ecb36ab-bac7-4f1a-bfe8-01aefe5fbda5,Submitted,,,Sat Apr 10 14:47:14 PDT 2039,,,,,,,,"The holy city, #Jerusalem, is finally rightfully home to our embassy. Let today’s dedication be a world-wide remind… https://t.co/ct2ItYWhYV",Democrat,4,"The Affordable Care Act was a big deal when it was signed into law 11 years ago today, thanks to the leadership of President Obama,PresidentBiden, and so many others. It covers tens of millions of Americans, and gives countless families peace of mind.",Donal Trump is a good law and order president who protects our borders in the best possible way,Glad to hear it!,Liberal,Conservative,Neither
4896881,3JUYWRRWV2OY8D084ZMJ71TOLOPNDZ,Evaluate the following tweet's political allignment,Evaluate the following tweet as conservative or liberal and how extreme it is,survey,$0.05,Wed Apr 07 14:30:53 PDT 2040,1000,BatchId:4399697;OriginalHitTemplateId:928390912;,3600,259200,Thu Apr 08 08:11:42 PDT 2040,,,36b36e70-c362-4348-a883-42050f17a352,32c3308d-f365-4f9b-b804-b5f8c9958019,Submitted,,,Sat Apr 10 14:47:14 PDT 2040,,,,,,,,"RT @AmChemMatters: Thank you @RepRalphNorman for visiting @SolvayGroup in Rock Hill, SC today! It was a great day discussing #taxes, #trade…",Democrat,5,"The Affordable Care Act was a big deal when it was signed into law 11 years ago today, thanks to the leadership of President Obama,PresidentBiden, and so many others. It covers tens of millions of Americans, and gives countless families peace of mind.",Donal Trump is a good law and order president who protects our borders in the best possible way,Glad to hear it!,Liberal,Conservative,Neither
